"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","STP",0.006317,0,0.058954,0
"COVID-19","SWZ",0.059823,0.023369,0.133205,0.057839
"COVID-19","SYR",-0.004162,-0.134731,0.10808,-0.006914
"COVID-19","TCD",0.008119,-0.066275,0.055973,0.011195
"COVID-19","TGO",0.077219,-0.000835,0.177118,0.074953
"COVID-19","THA",0.601804,0.244184,1.495805,0.534261
"COVID-19","TJK",0.028017,0.009375,0.04929,0.026984
"COVID-19","TKM",0.100605,0.006796,0.177652,0.094018
"COVID-19","TLS",0.066456,-0.001105,0.141765,0.058179
"COVID-19","TON",0.012791,0,0.140885,0
"COVID-19","TUN",0.12487,0.060176,0.223383,0.117485
"COVID-19","TUV",0,0,0,0
"COVID-19","TZA",0.023092,-0.013273,0.054443,0.022643
"COVID-19","UGA",0.049283,-0.024067,0.13024,0.042294
"COVID-19","UKR",0.223834,0.091137,0.454719,0.230959
"COVID-19","UZB",0.049795,0.020372,0.103361,0.049353
"COVID-19","VCT",0.00195,0,0,0
"COVID-19","VEN",0.116275,0.05113,0.202959,0.110413
"COVID-19","VNM",0.259517,0.124036,0.467445,0.24219
"COVID-19","VUT",0,0,0,0
"COVID-19","WSM",0.056345,0,0.207879,0.043466
"COVID-19","XK",0,0,0,0
"COVID-19","YEM",0.013446,-0.189891,0.210848,0.019309
"COVID-19","ZAF",0.488983,0.039216,1.228294,0.41566
"COVID-19","ZMB",0.038393,0.004232,0.102646,0.036977
"COVID-19","ZWE",0.045655,0.012367,0.094022,0.040042
"Cholera","AFG",0.040543,0,0.099737,0.044412
"Cholera","CMR",0.107746,0.001773,0.885221,0.036707
"Cholera","COD",0.220926,0.011649,0.438957,0.280633
"Cholera","HTI",0.522811,0,5.625779,0.142093
"Cholera","MOZ",0.067234,0,0.154447,0.092954
"Cholera","MWI",0.028172,2.1e-05,0.070244,0.029772
"Cholera","NGA",0.165937,0.000264,0.347883,0.157325
"Cholera","SOM",0.51217,7e-06,0.979701,0.712694
"Cholera","YEM",0.408035,0,0.786787,0.655973
"HPV","AFG",5.472772,4.169768,7.591691,5.262357
"HPV","AGO",11.466561,1.469429,23.96252,16.372049
"HPV","ALB",6.036045,2.499384,9.652712,7.303147
"HPV","ARM",27.99904,6.577749,51.812842,38.023135
"HPV","AZE",3.323068,1.930044,4.786314,3.490536
"HPV","BDI",16.711572,1.18648,49.284554,14.580952
"HPV","BEN",7.17631,5.285019,11.748146,6.622265
"HPV","BFA",7.70267,3.274025,17.44106,6.389423
"HPV","BGD",8.82484,4.433427,15.317276,7.56868
"HPV","BIH",12.858247,4.391767,24.993441,16.238613
"HPV","BLR",6.188484,3.447943,11.258969,4.285087
"HPV","BLZ",21.092454,12.523412,28.595184,21.511554
"HPV","BOL",12.052072,6.065465,18.443722,14.579024
"HPV","BTN",31.121834,7.972339,59.705529,44.480108
"HPV","CAF",22.871043,7.784028,40.523326,16.110463
"HPV","CHN",6.940931,4.842434,10.705769,6.349733
"HPV","CIV",14.439952,8.509961,21.923635,12.399669
"HPV","CMR",18.734906,13.63307,23.555331,18.961248
"HPV","COD",15.488638,9.401453,26.553073,14.640789
"HPV","COG",12.083239,8.874262,15.710957,12.097153
"HPV","COL",7.37661,5.478113,8.986976,7.32883
"HPV","COM",18.485831,3.714661,51.377912,4.949192
"HPV","CPV",47.420442,8.709456,95.522609,55.54262
"HPV","CUB",9.936722,6.11303,16.194513,7.761996
"HPV","DJI",14.295469,6.133867,21.011052,16.43718
"HPV","DMA",21.816887,11.935065,34.05677,18.941917
"HPV","DZA",4.772086,3.65965,5.904757,4.768135
"HPV","ECU",10.840238,7.908076,12.931313,11.017258
"HPV","EGY",4.351982,1.636768,8.361042,2.630842
"HPV","ERI",9.094414,6.221042,15.588296,8.331041
"HPV","ETH",9.561418,2.265145,18.940619,13.08362
"HPV","FJI",17.778889,5.719332,48.230515,8.775776
"HPV","FSM",14.84066,6.391314,27.724306,9.706177
"HPV","GEO",11.62198,5.225369,18.658738,14.199968
"HPV","GHA",13.549102,8.564136,20.21576,13.116381
"HPV","GIN",21.915795,12.5801,32.126288,21.848501
"HPV","GMB",21.751506,2.322117,51.706879,27.418716
"HPV","GNB",20.21228,12.15477,44.335613,15.474269
"HPV","GRD",9.642406,5.39523,14.240625,9.785164
"HPV","GTM",13.302355,10.680284,15.696136,13.483373
"HPV","GUY",10.260366,7.811099,14.610098,9.937742
"HPV","HND",21.440003,10.917475,38.675371,14.260541
"HPV","HTI",10.261839,7.832101,14.164445,9.78873
"HPV","IDN",15.029881,7.154881,22.589284,18.923546
"HPV","IND",10.919215,8.335227,12.364756,11.450016
"HPV","IRN",5.527214,1.829545,10.650211,2.167001
"HPV","IRQ",8.48683,1.375335,17.228398,2.003879
"HPV","JAM",10.167966,1.564755,20.434359,15.420041
"HPV","JOR",1.881798,0.891488,3.582835,1.494053
"HPV","KEN",14.083128,8.187046,20.298376,13.688608
"HPV","KGZ",5.382364,1.388,11.160132,2.274644
"HPV","KHM",18.459701,5.259961,31.465506,23.962506
"HPV","KIR",10.725675,2.829098,21.809941,13.104564
"HPV","LAO",6.924826,4.661677,10.462609,6.72363
"HPV","LBR",17.48093,5.900168,47.86424,10.720561
"HPV","LCA",13.255779,5.032691,33.726336,9.204411
"HPV","LKA",5.383521,3.829054,6.451766,5.560277
"HPV","LSO",24.159239,17.057097,32.440502,23.89761
"HPV","MAR",18.836477,5.559185,36.969668,23.253112
"HPV","MDA",5.707521,3.147152,8.461901,5.623071
"HPV","MDG",32.278927,16.632031,43.797282,34.625708
"HPV","MDV",43.384515,14.580061,76.865006,22.194233
"HPV","MHL",13.973988,4.155456,26.317638,17.611138
"HPV","MKD",24.66365,3.667244,49.176709,36.478919
"HPV","MLI",12.484088,3.081541,24.077166,17.057777
"HPV","MMR",18.57714,8.450159,29.546954,18.871742
"HPV","MNG",8.985655,3.852757,14.951173,10.186463
"HPV","MOZ",18.97401,7.389973,32.402988,24.340605
"HPV","MRT",18.213947,9.969257,34.51211,17.01891
"HPV","MWI",24.077194,10.033652,45.331983,12.991813
"HPV","NAM",22.096843,16.871166,28.562749,21.588545
"HPV","NER",6.788734,3.642846,11.701478,6.586675
"HPV","NGA",10.223377,6.771546,14.859559,9.876148
"HPV","NIC",9.352376,6.548189,12.884252,8.95315
"HPV","NPL",14.408812,11.048736,18.444605,14.230433
"HPV","PAK",5.673111,2.605588,9.445083,4.251873
"HPV","PER",18.351248,13.640436,24.463653,18.903145
"HPV","PHL",6.046076,3.304422,8.85446,7.461001
"HPV","PNG",12.738711,2.336779,46.203841,6.221107
"HPV","PRK",9.979103,3.749996,17.689752,6.058541
"HPV","PRY",16.411525,10.808751,23.041773,15.667397
"HPV","PSE",10.102659,1.466294,21.399343,11.443009
"HPV","RWA",14.712867,7.075849,28.070608,9.631628
"HPV","SDN",14.151692,5.006932,25.401789,18.390398
"HPV","SEN",30.107519,13.737272,49.5512,30.557191
"HPV","SLB",9.035315,1.517756,35.584153,2.394125
"HPV","SLE",10.927531,7.344365,13.539444,11.403494
"HPV","SLV",6.32693,4.724192,8.300634,6.304942
"HPV","SOM",14.62768,9.499892,22.673306,14.163989
"HPV","SRB",24.15926,6.76137,60.011966,8.237727
"HPV","SSD",9.388487,5.755908,18.33911,8.119237
"HPV","STP",96.798012,1.188384,834.020872,4.068846
"HPV","SWZ",28.266036,14.450015,45.529143,20.580503
"HPV","SYR",2.823949,0.559584,6.965494,2.715318
"HPV","TCD",6.451221,2.150119,13.987469,6.758416
"HPV","TGO",8.013783,3.435912,15.495323,5.973636
"HPV","THA",7.049008,4.526038,9.593635,6.304199
"HPV","TJK",24.824064,4.243765,57.404189,5.770207
"HPV","TKM",5.276387,1.827328,9.418997,2.960085
"HPV","TLS",5.401613,1.307418,13.465274,2.287981
"HPV","TON",41.226113,17.431401,69.551092,48.544101
"HPV","TUN",5.258191,2.250649,8.609833,6.520547
"HPV","TUV",16.358586,3.058495,32.929386,21.124048
"HPV","TZA",44.504272,24.740114,61.695423,50.094702
"HPV","UGA",21.261256,3.598452,39.115089,32.329051
"HPV","UKR",3.904054,2.213471,5.073899,4.253654
"HPV","UZB",7.292051,5.637479,9.669341,6.981278
"HPV","VCT",18.719694,9.886493,28.685584,21.495177
"HPV","VEN",14.793346,11.340767,19.57119,14.059813
"HPV","VNM",4.097029,3.480995,4.779348,4.085806
"HPV","VUT",7.422189,1.513926,31.403636,2.10151
"HPV","WSM",8.822286,1.489294,47.359674,3.120173
"HPV","XK",21.896064,2.37319,47.402076,30.002218
"HPV","YEM",3.641509,0.839373,5.823688,4.74562
"HPV","ZAF",10.411513,4.562299,16.107044,13.672138
"HPV","ZMB",66.111551,40.931496,97.015156,69.100789
"HPV","ZWE",38.242945,32.262464,45.588147,37.749026
"HepB","AFG",7.522804,0.687596,20.382237,3.956053
"HepB","AGO",5.328943,0.688701,11.279307,4.614638
"HepB","ALB",2.357901,0.595063,5.576901,1.753947
"HepB","ARM",2.694941,1.372379,4.751665,2.305626
"HepB","AZE",3.596231,2.518227,5.956309,3.363114
"HepB","BDI",4.306384,0.170365,11.101076,2.804219
"HepB","BEN",9.320155,4.696454,21.356889,7.906495
"HepB","BFA",5.072211,0.4277,9.865982,5.111406
"HepB","BGD",3.325186,0.199839,7.99169,2.583333
"HepB","BIH",2.671487,0.150899,8.283946,0.743141
"HepB","BLR",1.924632,0.415641,4.752981,0.875771
"HepB","BLZ",0.517167,0,1.652828,0.471852
"HepB","BOL",1.181021,0.109427,1.970615,1.400751
"HepB","BTN",4.863108,2.963674,9.491121,4.551903
"HepB","CAF",5.715468,2.271028,9.525643,5.632989
"HepB","CHN",6.299845,1.924488,14.645692,3.465529
"HepB","CIV",5.699506,1.855461,9.830969,5.575319
"HepB","CMR",6.389107,1.905051,10.861386,7.249774
"HepB","COD",5.494974,0.468481,10.890212,5.80694
"HepB","COG",7.620938,3.160545,14.904046,7.982087
"HepB","COL",0.932378,0.095839,2.134932,0.796064
"HepB","COM",4.912684,0.446092,12.411812,2.979687
"HepB","CPV",6.540434,3.186211,10.453733,6.237786
"HepB","CUB",0.713567,0.438205,1.384117,0.649923
"HepB","DJI",3.830113,0.951243,8.614098,2.320012
"HepB","DMA",0.16173,0,0.600771,0
"HepB","DZA",3.789241,0.253535,10.278451,2.048666
"HepB","ECU",0.959332,0.176478,1.808309,0.881954
"HepB","EGY",4.864043,2.387207,8.118083,4.598338
"HepB","ERI",5.388752,0.228637,13.408114,3.38338
"HepB","ETH",10.03097,6.656148,16.604302,9.58368
"HepB","FJI",4.434675,0.89538,11.14676,2.896065
"HepB","FSM",4.466043,0,12.32022,2.79655
"HepB","GEO",3.296649,1.686643,5.41174,3.379218
"HepB","GHA",6.282813,0.307012,12.483848,5.866264
"HepB","GIN",9.250064,4.679213,17.612933,8.854489
"HepB","GMB",7.198205,1.941294,12.687393,6.581405
"HepB","GNB",6.945813,0.900974,10.741601,7.608542
"HepB","GRD",0.159512,0,0.59771,0
"HepB","GTM",1.772952,1.059479,3.048668,1.576004
"HepB","GUY",0.749057,0.052627,2.546466,0.469505
"HepB","HND",1.07222,0.37309,2.449554,1.064442
"HepB","HTI",2.615784,0.259589,7.427255,1.449453
"HepB","IDN",5.456388,1.937928,11.792335,3.925135
"HepB","IND",3.347947,1.670227,5.343662,3.072625
"HepB","IRN",1.801115,0.811076,2.814403,1.72983
"HepB","IRQ",2.009414,0.350944,4.496508,1.48838
"HepB","JAM",0.230591,0,0.601651,0.132258
"HepB","JOR",2.016912,0.113114,4.532532,1.408481
"HepB","KEN",6.012858,1.99185,11.23371,5.12921
"HepB","KGZ",3.219335,2.055047,5.074206,3.025061
"HepB","KHM",7.198466,1.735399,12.268471,8.033814
"HepB","KIR",6.400954,0.375716,15.283172,7.195947
"HepB","LAO",6.13773,0.680747,13.340041,5.748777
"HepB","LBR",10.994564,3.185947,20.869976,10.457289
"HepB","LCA",0.174886,0,0.621131,0
"HepB","LKA",5.518444,0.461249,17.593044,1.058098
"HepB","LSO",4.751943,1.603867,9.23555,3.8551
"HepB","MAR",3.058652,0.481003,6.356996,2.752326
"HepB","MDA",3.582723,1.123521,8.403909,3.501337
"HepB","MDG",5.423941,1.07955,11.624516,3.876766
"HepB","MDV",2.321555,0,7.449666,0
"HepB","MHL",3.52359,0,10.378596,0.207292
"HepB","MKD",2.416401,0.714464,5.208746,1.792557
"HepB","MLI",9.844378,5.237545,19.946498,8.720799
"HepB","MMR",7.336158,2.523982,14.441519,6.630907
"HepB","MNG",9.685691,5.905326,16.722536,9.21581
"HepB","MOZ",6.242077,3.191602,10.713745,5.179351
"HepB","MRT",6.154419,0.40092,12.257306,5.954792
"HepB","MWI",5.025656,0.632771,11.386513,3.34595
"HepB","NAM",2.571101,0,8.257747,0.965344
"HepB","NER",6.630556,2.316791,10.819203,7.786232
"HepB","NGA",5.94938,3.438675,12.005364,5.402885
"HepB","NIC",1.011345,0.00277,2.191615,1.027716
"HepB","NPL",3.800532,0.982821,7.196384,3.326157
"HepB","PAK",4.309027,1.151514,6.669356,4.724686
"HepB","PER",1.165689,0.747575,1.631551,1.147292
"HepB","PHL",7.334039,2.55719,12.873082,7.457781
"HepB","PNG",5.942007,2.235659,11.73854,4.596372
"HepB","PRK",7.197401,3.507964,13.321132,5.996906
"HepB","PRY",0.645421,0.162772,1.192779,0.580921
"HepB","PSE",1.536135,0,3.44457,1.992975
"HepB","RWA",5.125376,0.064995,13.508785,3.115994
"HepB","SDN",6.157628,0.161169,12.538965,6.802739
"HepB","SEN",5.675021,1.085468,10.378726,5.968901
"HepB","SLB",6.672225,2.667413,12.400223,5.90428
"HepB","SLE",9.849046,4.658176,22.648576,9.119154
"HepB","SLV",0.542063,0.361608,0.865528,0.511421
"HepB","SOM",7.810845,2.389025,12.764933,7.900244
"HepB","SRB",2.073645,0.534749,4.904412,1.375442
"HepB","SSD",6.258141,3.854277,9.018777,6.256276
"HepB","STP",5.492083,0.949025,10.63977,5.068057
"HepB","SWZ",4.817109,1.000016,10.532911,3.00666
"HepB","SYR",3.95604,1.128504,10.919857,3.350674
"HepB","TCD",7.768115,2.856261,13.130999,7.529399
"HepB","TGO",7.159451,1.709759,11.8925,7.356725
"HepB","THA",5.796238,0.795711,15.134321,3.278735
"HepB","TJK",3.066498,1.788572,4.259814,3.115567
"HepB","TKM",4.17603,2.583466,6.519837,4.041582
"HepB","TLS",4.685357,0.669044,10.978264,2.732451
"HepB","TON",5.746353,1.287324,11.984378,5.842001
"HepB","TUN",1.862955,1.039629,3.130094,1.627747
"HepB","TUV",2.685905,0,9.759753,0
"HepB","TZA",4.775991,0.15738,12.652495,2.463764
"HepB","UGA",6.057529,2.195712,11.331055,4.891807
"HepB","UKR",2.418584,1.127415,4.45481,1.975652
"HepB","UZB",3.092389,1.597501,4.531837,3.104658
"HepB","VCT",0.170323,0,0.583834,0
"HepB","VEN",1.059418,0.371088,1.948246,1.143282
"HepB","VNM",6.217001,0.401252,14.361483,5.127066
"HepB","VUT",7.977993,3.355731,14.047801,7.160513
"HepB","WSM",5.138446,0,12.765921,4.287464
"HepB","XK",2.234707,0,5.261339,2.002327
"HepB","YEM",3.32314,0.289734,5.819443,4.089669
"HepB","ZAF",6.288031,2.006677,11.927468,5.865746
"HepB","ZMB",6.406204,1.067981,11.591614,6.409634
"HepB","ZWE",5.66534,2.165012,11.074188,4.322603
"Hib","AFG",4.056733,1.905733,8.749473,3.132404
"Hib","AGO",8.724327,3.621021,20.256525,5.901272
"Hib","ALB",0.489412,0.169342,0.801033,0.485931
"Hib","ARM",0.645963,0.221785,1.592457,0.411308
"Hib","AZE",1.771273,0.63614,4.109652,1.048969
"Hib","BDI",4.36512,2.633977,7.899297,3.937808
"Hib","BEN",4.266836,2.321204,8.016793,3.643636
"Hib","BFA",3.23756,1.959162,6.612661,2.80615
"Hib","BGD",1.715485,0.532655,4.534982,0.854567
"Hib","BIH",0.069881,0.020502,0.164795,0.047218
"Hib","BLR",0.135966,0.023,0.4675,0.048435
"Hib","BLZ",0.381354,0.201324,0.687101,0.347086
"Hib","BOL",3.041432,0.633808,6.485399,3.742761
"Hib","BTN",1.473365,0.436434,4.085634,0.730275
"Hib","CAF",4.663902,-1.620351,12.974849,3.999666
"Hib","CHN",0.623492,-0.203748,2.655194,0.125576
"Hib","CIV",2.144784,-0.067959,4.628474,2.014099
"Hib","CMR",4.286915,2.174052,9.261649,3.392231
"Hib","COD",5.228682,2.320232,11.662051,3.983069
"Hib","COG",2.171683,0.813262,5.448019,1.403149
"Hib","COL",0.47616,0.271855,0.879134,0.44343
"Hib","COM",3.450025,1.142039,7.669908,2.021425
"Hib","CPV",0.800561,0.334062,1.731022,0.611744
"Hib","CUB",0.141102,0.064578,0.27912,0.125018
"Hib","DJI",2.237536,1.172428,4.731162,1.775417
"Hib","DZA",0.718539,0.294574,1.497751,0.501969
"Hib","ECU",0.713903,0.436191,1.174796,0.672789
"Hib","EGY",0.746019,0.312711,1.758609,0.528402
"Hib","ERI",3.057706,1.032606,6.655479,2.702164
"Hib","ETH",4.744415,0.97132,11.964255,4.662753
"Hib","FJI",1.066968,0.66773,1.808266,0.98279
"Hib","FSM",2.227574,0.962935,4.581491,1.992712
"Hib","GEO",0.374308,0.116825,0.865265,0.334819
"Hib","GHA",1.574177,0.965789,2.584399,1.521642
"Hib","GIN",4.453167,0.596049,13.379795,2.750733
"Hib","GMB",2.692705,1.498817,4.997672,2.359622
"Hib","GNB",3.438234,1.750807,8.310558,2.720341
"Hib","GTM",1.318323,0.511739,2.621055,1.208091
"Hib","GUY",0.65668,0.31638,1.038072,0.674234
"Hib","HND",0.845059,0.417325,1.558137,0.782324
"Hib","HTI",3.960878,0.964205,11.210556,2.233539
"Hib","IDN",1.199311,0.417964,3.448059,0.68965
"Hib","IND",1.606241,0.463179,4.632031,0.915913
"Hib","IRN",0.78913,0.157407,1.961706,0.296545
"Hib","IRQ",0.791658,0.361464,1.662247,0.670496
"Hib","JAM",0.1234,0.074437,0.211646,0.111974
"Hib","JOR",0.402634,0.198796,0.757779,0.345357
"Hib","KEN",1.475608,0.879941,2.25798,1.448428
"Hib","KGZ",1.363063,0.445317,2.966675,0.808342
"Hib","KHM",2.328881,0.571319,5.844243,1.778833
"Hib","KIR",2.406412,1.512272,4.252018,2.13524
"Hib","LAO",3.858806,1.369123,9.798866,2.412854
"Hib","LBR",4.301003,1.675842,10.51768,2.881671
"Hib","LKA",0.194478,0.059452,0.513306,0.13017
"Hib","LSO",1.874723,0.056295,3.543027,2.095623
"Hib","MAR",1.226795,0.402834,2.696978,0.656412
"Hib","MDA",0.270356,0.132494,0.498718,0.236712
"Hib","MDG",3.011707,0.993998,7.242721,1.937688
"Hib","MHL",1.179945,0.920788,1.518537,1.162728
"Hib","MKD",0.112865,0.02836,0.24176,0.101751
"Hib","MLI",6.003915,2.014825,16.024035,3.388025
"Hib","MMR",2.173196,0.694522,5.917903,1.208422
"Hib","MNG",0.88062,0.465419,1.720809,0.715058
"Hib","MOZ",2.761759,1.493076,6.528754,2.306924
"Hib","MRT",3.519632,1.807379,6.864893,2.971274
"Hib","MWI",1.992313,0.92794,3.069716,1.981159
"Hib","NAM",0.661554,0.019365,1.537257,0.26917
"Hib","NER",8.29828,2.482642,18.42425,4.891787
"Hib","NGA",3.787726,0.698334,12.294143,2.862248
"Hib","NIC",1.086856,0.622436,1.70935,1.041144
"Hib","NPL",1.5136,0.474091,4.06127,0.773815
"Hib","PAK",2.554845,1.439184,4.871193,2.142872
"Hib","PER",0.702053,0.302579,1.418342,0.59579
"Hib","PHL",1.210593,0.557897,2.757874,0.897542
"Hib","PNG",2.611183,0.01009,6.729964,2.329285
"Hib","PRK",1.218345,0.424979,2.9527,0.746834
"Hib","PRY",0.519825,0.298706,0.93371,0.47858
"Hib","PSE",0.110923,0.08534,0.142819,0.10919
"Hib","RWA",4.257858,1.216556,9.661796,4.318796
"Hib","SDN",4.088377,1.681375,8.018465,2.890993
"Hib","SEN",4.059702,1.277811,9.075383,2.287637
"Hib","SLB",1.44048,0.683002,2.651343,1.164503
"Hib","SLE",4.614415,2.501239,8.984161,4.146452
"Hib","SLV",0.664599,0.366896,1.200474,0.598022
"Hib","SOM",7.252709,-0.844743,18.995916,5.762464
"Hib","SRB",0.093692,-0.316234,0.598531,0.035291
"Hib","SSD",5.180746,0.253341,15.415734,2.712356
"Hib","STP",1.366159,0.298133,2.52842,1.359967
"Hib","SWZ",1.622726,0.618838,2.653261,1.675061
"Hib","SYR",0.278051,0.075627,0.672271,0.121273
"Hib","TCD",8.239162,2.688025,20.191983,5.155906
"Hib","TGO",2.145136,0.711648,3.816201,2.08439
"Hib","THA",0.165988,-0.429496,0.926639,0.095899
"Hib","TJK",2.48621,1.252752,5.180636,1.965607
"Hib","TKM",1.659624,0.713053,2.853837,1.622521
"Hib","TLS",3.567143,1.322162,8.665678,2.383869
"Hib","TON",0.448211,0.273284,0.64681,0.44422
"Hib","TUN",0.31704,0.14754,0.728493,0.227088
"Hib","TUV",0.432517,0.339222,0.546447,0.431188
"Hib","TZA",2.497976,1.140895,5.374646,1.874087
"Hib","UGA",2.211246,1.307642,4.540679,1.906138
"Hib","UKR",0.200798,0.064981,0.463653,0.127669
"Hib","UZB",1.329684,0.573048,2.328281,1.254398
"Hib","VEN",0.399275,0.145862,0.909365,0.289684
"Hib","VNM",0.387378,0.071994,0.820451,0.369817
"Hib","VUT",0.694981,0.24511,1.110823,0.694371
"Hib","WSM",0.614768,0.245798,1.329176,0.362232
"Hib","XK",0.51128,0.362206,0.70341,0.507598
"Hib","YEM",3.0951,0.886449,6.65502,1.949809
"Hib","ZAF",1.243858,0.528525,1.91217,1.313934
"Hib","ZMB",2.825449,1.522654,5.590005,2.397538
"Hib","ZWE",1.224369,0.022974,2.960365,1.558299
"JE","BGD",0.412157,0.104575,1.323217,0.320723
"JE","BTN",0.085856,0,0.325938,0
"JE","CHN",0.119506,0.024066,0.338015,0.098399
"JE","IDN",0.137608,0.02334,0.317846,0.136152
"JE","IND",0.190255,0.031279,0.431701,0.177831
"JE","KHM",0.164053,0.036998,0.399374,0.146759
"JE","LAO",0.217405,0,0.680466,0.181353
