"disease","subregion","mean_value","lower_95","upper_95","median_value"
"COVID-19","Middle Africa",2.521382,1.283285,4.145678,2.491205
"COVID-19","Northern Africa and Western Asia",4.044639,3.188468,4.974969,3.987914
"COVID-19","Eastern Africa",2.046465,1.471272,2.597365,2.06256
"COVID-19","Western Africa",2.46605,1.83808,3.363889,2.434177
"COVID-19","Southern Africa",11.680665,4.141135,29.40095,9.527229
"COVID-19","Central and Southern Asia",6.961424,3.062836,13.611879,6.243456
"COVID-19","Eastern and South-Eastern Asia",2.105837,1.485395,2.976182,2.103161
"COVID-19","Eastern and Southern Europe",7.331904,5.200016,10.272056,7.062763
"COVID-19","Latin America and the Caribbean",7.427113,4.826605,9.577032,7.378248
"COVID-19","Oceania",1.579596,0.71008,3.143893,1.5619
"Cholera","Middle Africa",5.799595,4.28834,10.39104,5.363458
"Cholera","Northern Africa and Western Asia",16.491228,14.353062,19.73382,17.174527
"Cholera","Eastern Africa",11.74946,9.260805,21.283645,11.123407
"Cholera","Western Africa",4.936163,4.137604,6.298404,5.012494
"Cholera","Central and Southern Asia",1.709335,1.307316,2.13808,1.987441
"Cholera","Latin America and the Caribbean",9.288719,2.926932,70.113364,3.537908
"HPV","Middle Africa",562.26191,474.197431,663.515092,560.315165
"HPV","Northern Africa and Western Asia",442.498681,408.581049,476.808563,442.873771
"HPV","Eastern Africa",891.512253,841.619307,939.776615,893.387655
"HPV","Western Africa",522.27742,457.342421,587.122801,520.274486
"HPV","Southern Africa",505.287649,456.776271,551.579652,505.199391
"HPV","Central and Southern Asia",462.368985,416.938744,512.513049,461.961462
"HPV","Eastern and South-Eastern Asia",417.63143,354.881095,478.838511,416.512431
"HPV","Eastern and Southern Europe",391.41047,349.361335,426.29763,392.124665
"HPV","Latin America and the Caribbean",634.550445,600.260239,667.329746,635.152224
"HPV","Oceania",368.580844,224.629461,683.357564,345.452333
"HepB","Middle Africa",135.136654,116.32778,157.516402,134.803375
"HepB","Northern Africa and Western Asia",108.667489,96.136703,121.559592,108.413538
"HepB","Eastern Africa",159.383964,143.269221,178.015013,158.949082
"HepB","Western Africa",144.956708,126.433432,166.285451,144.503907
"HepB","Southern Africa",149.788988,121.229502,180.093554,149.724049
"HepB","Central and Southern Asia",108.890855,92.831971,127.374411,108.468664
"HepB","Eastern and South-Eastern Asia",191.97665,162.937064,225.035993,191.224966
"HepB","Eastern and Southern Europe",70.451414,62.642581,79.479826,70.313178
"HepB","Latin America and the Caribbean",31.641069,28.063383,36.025481,31.547541
"HepB","Oceania",144.531461,123.977226,165.669041,144.210871
"Hib","Middle Africa",357.537885,251.042498,472.871926,357.684187
"Hib","Northern Africa and Western Asia",108.951371,89.979258,130.083521,108.456416
"Hib","Eastern Africa",199.738958,168.415725,244.851067,197.845516
"Hib","Western Africa",245.495872,178.296078,334.148868,240.182517
"Hib","Southern Africa",78.526082,60.617411,101.052044,77.747354
"Hib","Central and Southern Asia",130.785785,72.942872,189.379486,129.436413
"Hib","Eastern and South-Eastern Asia",72.596593,39.717725,103.925932,72.299243
"Hib","Eastern and Southern Europe",17.531601,11.917927,23.984385,17.423467
"Hib","Latin America and the Caribbean",67.660893,56.35466,79.171369,67.837401
"Hib","Oceania",143.978532,73.84237,224.241241,143.125015
"JE","Central and Southern Asia",51.144495,34.329476,69.723396,50.676092
"JE","Eastern and South-Eastern Asia",108.322473,74.609252,143.017716,106.996158
"JE","Oceania",15.152914,9.834056,22.3995,15.089038
"Malaria","Middle Africa",245.382147,164.509483,333.723028,243.420106
"Malaria","Northern Africa and Western Asia",106.273099,22.372125,248.857874,96.47541
"Malaria","Eastern Africa",173.753265,119.832659,234.223416,171.911806
"Malaria","Western Africa",207.479555,156.787986,271.725049,205.480689
"Measles","Middle Africa",592.585068,504.152506,663.328776,597.116974
"Measles","Northern Africa and Western Asia",315.456099,241.170893,379.428298,316.464996
"Measles","Eastern Africa",437.629687,357.79091,500.418448,439.340833
"Measles","Western Africa",612.967112,503.15958,698.628476,615.692039
"Measles","Southern Africa",192.128969,145.989804,237.949242,191.602326
"Measles","Central and Southern Asia",451.144078,372.256353,519.541263,452.471391
"Measles","Eastern and South-Eastern Asia",260.903347,195.651999,320.385765,261.405578
"Measles","Eastern and Southern Europe",187.72492,145.225198,225.936315,187.861739
"Measles","Latin America and the Caribbean",338.201469,253.306455,410.246554,339.728655
"Measles","Oceania",403.896719,324.854917,471.441028,403.366311
"Meningitis","Middle Africa",41.631528,27.919952,54.665863,41.586678
"Meningitis","Northern Africa and Western Asia",49.25708,32.436696,68.125443,49.708442
"Meningitis","Eastern Africa",46.00846,30.262007,58.969061,45.423651
"Meningitis","Western Africa",40.339411,28.692701,52.771923,40.504904
"PCV","Middle Africa",238.514598,96.592105,361.130332,246.967659
"PCV","Northern Africa and Western Asia",89.747512,45.821345,124.643975,89.208637
"PCV","Eastern Africa",124.55827,78.241633,173.958721,124.80634
"PCV","Western Africa",160.598066,56.717575,266.468267,157.805764
"PCV","Southern Africa",49.571875,14.635391,93.8566,48.405828
"PCV","Central and Southern Asia",85.838773,-33.959799,183.073419,87.69462
"PCV","Eastern and South-Eastern Asia",52.648343,-22.487697,121.253765,51.903741
"PCV","Eastern and Southern Europe",12.123725,-9.490277,30.47766,13.46675
"PCV","Latin America and the Caribbean",59.144368,37.111305,87.794873,58.811193
"PCV","Oceania",85.956943,-41.447435,192.763249,88.070804
"Rota","Middle Africa",128.346741,26.23758,224.155837,130.090045
"Rota","Northern Africa and Western Asia",47.152094,25.618961,68.930769,46.34272
"Rota","Eastern Africa",51.675806,33.538711,68.874541,51.530896
"Rota","Western Africa",106.750961,20.685376,186.196583,106.992544
"Rota","Southern Africa",28.197159,14.986988,44.352676,27.548356
"Rota","Central and Southern Asia",32.480424,-9.074767,72.976677,31.794624
"Rota","Eastern and South-Eastern Asia",19.145098,-10.096727,58.471426,19.343562
"Rota","Eastern and Southern Europe",1.576427,-4.766076,8.086918,1.459553
"Rota","Latin America and the Caribbean",23.836599,17.530599,32.115365,23.796889
"Rota","Oceania",53.530147,-87.941942,194.194248,54.052903
"Rubella","Middle Africa",21.33331,1.80746,52.483327,18.662982
"Rubella","Northern Africa and Western Asia",11.996631,6.560998,17.972711,11.959728
"Rubella","Eastern Africa",21.753976,9.295197,41.743643,20.540648
"Rubella","Western Africa",33.764627,14.115435,59.085213,31.843712
"Rubella","Southern Africa",8.913982,-3.683003,23.65956,8.324254
"Rubella","Central and Southern Asia",18.061218,7.517288,30.940012,18.250872
"Rubella","Eastern and South-Eastern Asia",9.435836,5.641125,13.457413,9.384823
"Rubella","Eastern and Southern Europe",12.354182,1.011773,26.365803,10.928176
"Rubella","Latin America and the Caribbean",10.878139,2.863999,23.999844,9.337428
"Rubella","Oceania",29.513583,7.788538,56.298906,26.931255
"Typhoid","Middle Africa",98.300499,21.461399,523.279039,60.429642
"Typhoid","Northern Africa and Western Asia",27.456496,3.159655,122.080422,17.013435
"Typhoid","Eastern Africa",47.55702,9.098324,147.083387,35.091605
"Typhoid","Western Africa",52.735544,15.250594,132.262487,45.10745
"Typhoid","Southern Africa",14.863758,1.475422,74.229301,7.631599
"Typhoid","Central and Southern Asia",5.550906,1.365506,15.281648,4.62461
"Typhoid","Eastern and South-Eastern Asia",7.513404,1.440718,25.489851,5.344236
"Typhoid","Eastern and Southern Europe",1.708607,0.010153,8.415304,0.53752
"Typhoid","Latin America and the Caribbean",6.439794,0.961927,23.542079,4.57063
"Typhoid","Oceania",170.43668,15.106349,534.873832,138.345662
"YF","Middle Africa",97.105079,25.786393,222.054282,83.583105
"YF","Northern Africa and Western Asia",79.377383,19.61097,193.17867,70.802705
"YF","Eastern Africa",15.517987,4.689826,34.434623,13.877321
