"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","AFG",4.714522,2.565756,6.926072,4.698095
"COVID-19","AGO",7.521262,5.496724,9.71031,7.412868
"COVID-19","ALB",21.143694,13.22296,31.703243,20.482221
"COVID-19","ARM",5.027445,1.620839,7.92095,5.163676
"COVID-19","AZE",17.759419,11.104218,28.225861,16.925459
"COVID-19","BDI",4.948376,-32.771973,37.796077,5.119973
"COVID-19","BEN",3.018231,1.817012,4.664751,2.956972
"COVID-19","BFA",3.948678,1.772754,6.379614,3.952397
"COVID-19","BGD",5.478474,3.823635,7.930902,5.259781
"COVID-19","BIH",35.739034,24.513135,48.50135,35.554354
"COVID-19","BLR",18.193379,11.02967,26.63845,17.968104
"COVID-19","BLZ",7.405831,4.089264,11.23412,7.318039
"COVID-19","BOL",5.786028,3.159841,9.409067,5.655687
"COVID-19","BTN",16.943927,9.436132,25.65938,16.811656
"COVID-19","CAF",3.092915,1.480188,5.194947,3.055264
"COVID-19","CHN",0,0,0,0
"COVID-19","CIV",3.161884,1.701673,6.577184,2.978003
"COVID-19","CMR",3.465509,1.712285,5.331065,3.464387
"COVID-19","COD",4.319768,-1.12831,9.705313,4.282568
"COVID-19","COG",11.287333,9.782212,13.060668,11.252009
"COVID-19","COL",13.143525,5.312239,24.966041,12.194332
"COVID-19","COM",3.905298,2.363824,6.407794,3.65907
"COVID-19","CPV",6.323879,3.631976,11.243157,5.782781
"COVID-19","CUB",24.082023,13.302666,41.374005,23.299747
"COVID-19","DJI",7.385979,6.236849,8.887997,7.346077
"COVID-19","DMA",0,0,0,0
"COVID-19","DZA",10.234719,8.451749,12.26098,10.175952
"COVID-19","ECU",14.55675,6.203216,31.329453,13.161274
"COVID-19","EGY",9.120767,7.150349,11.297515,9.070393
"COVID-19","ERI",NA,NA,NA,NA
"COVID-19","ETH",2.554692,0.683731,4.890838,2.510387
"COVID-19","FJI",4.948501,2.815892,8.408986,4.721238
"COVID-19","FSM",1.9529,1.020971,2.88512,1.935634
"COVID-19","GEO",10.90095,7.203893,15.051938,10.890065
"COVID-19","GHA",3.244033,1.533337,5.276189,3.205391
"COVID-19","GIN",3.99918,1.953152,7.534314,3.788385
"COVID-19","GMB",3.299427,0.769354,5.828638,3.347361
"COVID-19","GNB",4.051515,1.319538,6.840145,4.034493
"COVID-19","GRD",9.991557,7.209397,13.212077,9.894333
"COVID-19","GTM",16.648758,10.938711,23.922177,16.488163
"COVID-19","GUY",6.375132,3.52334,11.456338,5.964922
"COVID-19","HND",3.455029,2.064636,5.013002,3.420789
"COVID-19","HTI",2.447267,-0.374597,5.251724,2.444578
"COVID-19","IDN",6.81339,3.948231,11.308813,6.656932
"COVID-19","IND",13.648411,6.899465,23.676444,12.97855
"COVID-19","IRN",3.393735,1.834636,5.417652,3.370127
"COVID-19","IRQ",21.717994,10.261096,37.850116,20.70494
"COVID-19","JAM",14.188141,8.309747,21.399986,14.068164
"COVID-19","JOR",21.00624,10.197513,36.986076,19.45887
"COVID-19","KEN",2.426767,0.902915,4.598939,2.334065
"COVID-19","KGZ",3.454617,1.971445,4.934636,3.490694
