"disease","country","Counts","lower_bound","upper_bound"
"COVID-19","AFG",1,1.637,1.69
"COVID-19","AFG",1,1.999,2.043
"COVID-19","AFG",1,2.043,2.087
"COVID-19","AFG",1,2.087,2.131
"COVID-19","AFG",1,2.131,2.175
"COVID-19","AFG",1,2.175,2.219
"COVID-19","AFG",2,2.263,2.307
"COVID-19","AFG",1,2.307,2.351
"COVID-19","AFG",1,2.395,2.439
"COVID-19","AFG",2,2.439,2.483
"COVID-19","AFG",1,2.483,2.527
"COVID-19","AFG",2,2.527,2.571
"COVID-19","AFG",1,2.615,2.66
"COVID-19","AFG",1,2.66,2.704
"COVID-19","AFG",2,2.704,2.748
"COVID-19","AFG",3,2.748,2.792
"COVID-19","AFG",4,2.792,2.836
"COVID-19","AFG",2,2.836,2.88
"COVID-19","AFG",2,2.88,2.924
"COVID-19","AFG",2,2.924,2.968
"COVID-19","AFG",4,2.968,3.012
"COVID-19","AFG",5,3.012,3.056
"COVID-19","AFG",1,3.056,3.1
"COVID-19","AFG",2,3.1,3.144
"COVID-19","AFG",12,3.188,3.232
"COVID-19","AFG",3,3.232,3.276
"COVID-19","AFG",5,3.276,3.32
"COVID-19","AFG",7,3.32,3.364
"COVID-19","AFG",8,3.364,3.409
"COVID-19","AFG",9,3.409,3.453
"COVID-19","AFG",10,3.453,3.497
"COVID-19","AFG",7,3.497,3.541
"COVID-19","AFG",12,3.541,3.585
"COVID-19","AFG",10,3.585,3.629
"COVID-19","AFG",10,3.629,3.673
"COVID-19","AFG",6,3.673,3.717
"COVID-19","AFG",9,3.717,3.761
"COVID-19","AFG",14,3.761,3.805
"COVID-19","AFG",12,3.805,3.849
"COVID-19","AFG",5,3.849,3.893
"COVID-19","AFG",12,3.893,3.937
"COVID-19","AFG",14,3.937,3.981
"COVID-19","AFG",12,3.981,4.025
"COVID-19","AFG",16,4.025,4.069
"COVID-19","AFG",16,4.069,4.113
"COVID-19","AFG",19,4.113,4.158
"COVID-19","AFG",15,4.158,4.202
"COVID-19","AFG",14,4.202,4.246
"COVID-19","AFG",23,4.246,4.29
"COVID-19","AFG",18,4.29,4.334
"COVID-19","AFG",17,4.334,4.378
"COVID-19","AFG",18,4.378,4.422
"COVID-19","AFG",19,4.422,4.466
"COVID-19","AFG",15,4.466,4.51
"COVID-19","AFG",15,4.51,4.554
"COVID-19","AFG",10,4.554,4.598
"COVID-19","AFG",19,4.598,4.642
"COVID-19","AFG",15,4.642,4.686
"COVID-19","AFG",17,4.686,4.73
"COVID-19","AFG",20,4.73,4.774
"COVID-19","AFG",17,4.774,4.818
"COVID-19","AFG",7,4.818,4.862
"COVID-19","AFG",20,4.862,4.906
"COVID-19","AFG",21,4.906,4.951
"COVID-19","AFG",15,4.951,4.995
"COVID-19","AFG",14,4.995,5.039
"COVID-19","AFG",14,5.039,5.083
"COVID-19","AFG",16,5.083,5.127
"COVID-19","AFG",13,5.127,5.171
"COVID-19","AFG",22,5.171,5.215
"COVID-19","AFG",18,5.215,5.259
"COVID-19","AFG",10,5.259,5.303
"COVID-19","AFG",13,5.303,5.347
"COVID-19","AFG",14,5.347,5.391
"COVID-19","AFG",11,5.391,5.435
"COVID-19","AFG",12,5.435,5.479
"COVID-19","AFG",16,5.479,5.523
"COVID-19","AFG",15,5.523,5.567
"COVID-19","AFG",19,5.567,5.611
"COVID-19","AFG",5,5.611,5.655
"COVID-19","AFG",7,5.655,5.7
"COVID-19","AFG",9,5.7,5.744
"COVID-19","AFG",6,5.744,5.788
"COVID-19","AFG",11,5.788,5.832
"COVID-19","AFG",12,5.832,5.876
"COVID-19","AFG",3,5.876,5.92
"COVID-19","AFG",11,5.92,5.964
"COVID-19","AFG",7,5.964,6.008
"COVID-19","AFG",11,6.008,6.052
"COVID-19","AFG",6,6.052,6.096
"COVID-19","AFG",8,6.096,6.14
"COVID-19","AFG",2,6.14,6.184
"COVID-19","AFG",10,6.184,6.228
"COVID-19","AFG",8,6.228,6.272
"COVID-19","AFG",8,6.272,6.316
"COVID-19","AFG",4,6.316,6.36
"COVID-19","AFG",3,6.36,6.404
"COVID-19","AFG",6,6.404,6.449
"COVID-19","AFG",3,6.449,6.493
"COVID-19","AFG",6,6.493,6.537
"COVID-19","AFG",2,6.537,6.581
"COVID-19","AFG",2,6.581,6.625
"COVID-19","AFG",3,6.625,6.669
"COVID-19","AFG",3,6.669,6.713
"COVID-19","AFG",2,6.713,6.757
"COVID-19","AFG",4,6.757,6.801
"COVID-19","AFG",4,6.845,6.889
"COVID-19","AFG",4,6.889,6.933
"COVID-19","AFG",2,6.933,6.977
"COVID-19","AFG",3,6.977,7.021
"COVID-19","AFG",3,7.021,7.065
"COVID-19","AFG",2,7.065,7.109
"COVID-19","AFG",3,7.153,7.197
"COVID-19","AFG",1,7.197,7.242
"COVID-19","AFG",4,7.242,7.286
"COVID-19","AFG",4,7.33,7.374
"COVID-19","AFG",2,7.374,7.418
"COVID-19","AFG",1,7.726,7.77
"COVID-19","AFG",1,7.902,7.946
"COVID-19","AFG",1,7.991,8.035
"COVID-19","AFG",1,8.123,8.167
"COVID-19","AFG",1,8.255,8.299
"COVID-19","AFG",1,8.607,8.651
"COVID-19","AFG",1,8.651,8.695
"COVID-19","AFG",1,8.695,8.74
"COVID-19","AFG",1,9.136,9.18
"COVID-19","AFG",1,9.4,9.444
"COVID-19","AFG",1,10.06,10.11
"COVID-19","AFG",1,10.41,10.47
"COVID-19","AGO",1,10.02,10.06
"COVID-19","AGO",1,3.858,3.903
"COVID-19","AGO",1,4.128,4.166
"COVID-19","AGO",1,4.954,4.992
"COVID-19","AGO",1,4.992,5.03
"COVID-19","AGO",1,5.03,5.067
"COVID-19","AGO",1,5.217,5.255
"COVID-19","AGO",4,5.255,5.292
"COVID-19","AGO",2,5.292,5.33
"COVID-19","AGO",2,5.33,5.368
"COVID-19","AGO",3,5.368,5.405
"COVID-19","AGO",4,5.405,5.443
"COVID-19","AGO",1,5.443,5.48
"COVID-19","AGO",5,5.48,5.518
"COVID-19","AGO",1,5.518,5.555
"COVID-19","AGO",3,5.593,5.631
"COVID-19","AGO",1,5.631,5.668
"COVID-19","AGO",2,5.668,5.706
"COVID-19","AGO",4,5.706,5.743
"COVID-19","AGO",3,5.743,5.781
"COVID-19","AGO",2,5.781,5.818
"COVID-19","AGO",5,5.818,5.856
"COVID-19","AGO",6,5.856,5.893
"COVID-19","AGO",3,5.893,5.931
"COVID-19","AGO",3,5.931,5.969
"COVID-19","AGO",6,5.969,6.006
"COVID-19","AGO",5,6.006,6.044
"COVID-19","AGO",8,6.044,6.081
"COVID-19","AGO",2,6.081,6.119
"COVID-19","AGO",5,6.119,6.156
"COVID-19","AGO",6,6.156,6.194
"COVID-19","AGO",5,6.194,6.231
"COVID-19","AGO",6,6.231,6.269
"COVID-19","AGO",6,6.269,6.307
"COVID-19","AGO",7,6.307,6.344
"COVID-19","AGO",4,6.344,6.382
"COVID-19","AGO",16,6.382,6.419
"COVID-19","AGO",11,6.419,6.457
"COVID-19","AGO",13,6.457,6.494
"COVID-19","AGO",12,6.494,6.532
"COVID-19","AGO",14,6.532,6.569
"COVID-19","AGO",11,6.569,6.607
"COVID-19","AGO",15,6.607,6.645
"COVID-19","AGO",13,6.645,6.682
"COVID-19","AGO",17,6.682,6.72
"COVID-19","AGO",14,6.72,6.757
"COVID-19","AGO",21,6.757,6.795
"COVID-19","AGO",8,6.795,6.832
"COVID-19","AGO",15,6.832,6.87
"COVID-19","AGO",12,6.87,6.907
"COVID-19","AGO",14,6.907,6.945
"COVID-19","AGO",15,6.945,6.983
"COVID-19","AGO",11,6.983,7.02
"COVID-19","AGO",16,7.02,7.058
"COVID-19","AGO",18,7.058,7.095
"COVID-19","AGO",13,7.095,7.133
"COVID-19","AGO",15,7.133,7.17
"COVID-19","AGO",16,7.17,7.208
"COVID-19","AGO",15,7.208,7.246
"COVID-19","AGO",12,7.246,7.283
"COVID-19","AGO",13,7.283,7.321
"COVID-19","AGO",14,7.321,7.358
"COVID-19","AGO",12,7.358,7.396
"COVID-19","AGO",11,7.396,7.433
"COVID-19","AGO",15,7.433,7.471
"COVID-19","AGO",13,7.471,7.508
"COVID-19","AGO",21,7.508,7.546
"COVID-19","AGO",16,7.546,7.584
"COVID-19","AGO",15,7.584,7.621
"COVID-19","AGO",12,7.621,7.659
"COVID-19","AGO",9,7.659,7.696
"COVID-19","AGO",10,7.696,7.734
"COVID-19","AGO",10,7.734,7.771
"COVID-19","AGO",11,7.771,7.809
"COVID-19","AGO",12,7.809,7.846
"COVID-19","AGO",9,7.846,7.884
"COVID-19","AGO",5,7.884,7.922
"COVID-19","AGO",9,7.922,7.959
"COVID-19","AGO",9,7.959,7.997
"COVID-19","AGO",8,7.997,8.034
"COVID-19","AGO",13,8.034,8.072
"COVID-19","AGO",10,8.072,8.109
"COVID-19","AGO",9,8.109,8.147
"COVID-19","AGO",14,8.147,8.184
"COVID-19","AGO",8,8.184,8.222
"COVID-19","AGO",7,8.222,8.26
"COVID-19","AGO",12,8.26,8.297
"COVID-19","AGO",8,8.297,8.335
"COVID-19","AGO",2,8.335,8.372
"COVID-19","AGO",8,8.372,8.41
"COVID-19","AGO",10,8.41,8.447
"COVID-19","AGO",5,8.447,8.485
"COVID-19","AGO",6,8.485,8.522
"COVID-19","AGO",7,8.522,8.56
"COVID-19","AGO",12,8.56,8.598
"COVID-19","AGO",6,8.598,8.635
"COVID-19","AGO",5,8.635,8.673
"COVID-19","AGO",6,8.673,8.71
"COVID-19","AGO",9,8.71,8.748
"COVID-19","AGO",5,8.748,8.785
"COVID-19","AGO",9,8.785,8.823
"COVID-19","AGO",12,8.823,8.861
"COVID-19","AGO",5,8.861,8.898
"COVID-19","AGO",6,8.898,8.936
"COVID-19","AGO",6,8.936,8.973
"COVID-19","AGO",3,8.973,9.011
"COVID-19","AGO",8,9.011,9.048
"COVID-19","AGO",5,9.048,9.086
"COVID-19","AGO",6,9.086,9.123
"COVID-19","AGO",5,9.123,9.161
"COVID-19","AGO",5,9.161,9.199
"COVID-19","AGO",4,9.199,9.236
