"disease","activity_type","Counts","lower_bound","upper_bound"
"COVID-19","campaign",1,-1.026,-1.024
"COVID-19","campaign",1,-1.015,-1.013
"COVID-19","campaign",1,-1.007,-1.005
"COVID-19","campaign",1,-1.001,-0.9985
"COVID-19","campaign",1,-0.969,-0.9669
"COVID-19","campaign",1,-0.9627,-0.9606
"COVID-19","campaign",1,-0.9585,-0.9564
"COVID-19","campaign",2,-0.9522,-0.9501
"COVID-19","campaign",1,-0.9501,-0.948
"COVID-19","campaign",2,-0.948,-0.9459
"COVID-19","campaign",2,-0.9438,-0.9417
"COVID-19","campaign",1,-0.9395,-0.9374
"COVID-19","campaign",3,-0.9332,-0.9311
"COVID-19","campaign",2,-0.9311,-0.929
"COVID-19","campaign",1,-0.929,-0.9269
"COVID-19","campaign",1,-0.9269,-0.9248
"COVID-19","campaign",3,-0.9248,-0.9227
"COVID-19","campaign",2,-0.9206,-0.9185
"COVID-19","campaign",1,-0.9185,-0.9164
"COVID-19","campaign",1,-0.9164,-0.9143
"COVID-19","campaign",3,-0.9143,-0.9122
"COVID-19","campaign",2,-0.9122,-0.9101
"COVID-19","campaign",2,-0.9101,-0.9079
"COVID-19","campaign",3,-0.9079,-0.9058
"COVID-19","campaign",2,-0.9016,-0.8995
"COVID-19","campaign",3,-0.8995,-0.8974
"COVID-19","campaign",2,-0.8974,-0.8953
"COVID-19","campaign",4,-0.8953,-0.8932
"COVID-19","campaign",7,-0.8932,-0.8911
"COVID-19","campaign",1,-0.8911,-0.889
"COVID-19","campaign",3,-0.8869,-0.8848
"COVID-19","campaign",2,-0.8848,-0.8827
"COVID-19","campaign",4,-0.8827,-0.8806
"COVID-19","campaign",7,-0.8806,-0.8784
"COVID-19","campaign",5,-0.8784,-0.8763
"COVID-19","campaign",6,-0.8763,-0.8742
"COVID-19","campaign",3,-0.8742,-0.8721
"COVID-19","campaign",7,-0.8721,-0.87
"COVID-19","campaign",4,-0.87,-0.8679
"COVID-19","campaign",2,-0.8679,-0.8658
"COVID-19","campaign",4,-0.8658,-0.8637
"COVID-19","campaign",2,-0.8637,-0.8616
"COVID-19","campaign",3,-0.8616,-0.8595
"COVID-19","campaign",2,-0.8595,-0.8574
"COVID-19","campaign",6,-0.8574,-0.8553
"COVID-19","campaign",3,-0.8553,-0.8532
"COVID-19","campaign",10,-0.8532,-0.8511
"COVID-19","campaign",4,-0.8511,-0.849
"COVID-19","campaign",8,-0.849,-0.8468
"COVID-19","campaign",4,-0.8468,-0.8447
"COVID-19","campaign",8,-0.8447,-0.8426
"COVID-19","campaign",8,-0.8426,-0.8405
"COVID-19","campaign",8,-0.8405,-0.8384
"COVID-19","campaign",5,-0.8384,-0.8363
"COVID-19","campaign",3,-0.8363,-0.8342
"COVID-19","campaign",9,-0.8342,-0.8321
"COVID-19","campaign",8,-0.8321,-0.83
"COVID-19","campaign",8,-0.83,-0.8279
"COVID-19","campaign",9,-0.8279,-0.8258
"COVID-19","campaign",6,-0.8258,-0.8237
"COVID-19","campaign",4,-0.8237,-0.8216
"COVID-19","campaign",11,-0.8216,-0.8195
"COVID-19","campaign",6,-0.8195,-0.8173
"COVID-19","campaign",13,-0.8173,-0.8152
"COVID-19","campaign",11,-0.8152,-0.8131
"COVID-19","campaign",11,-0.8131,-0.811
"COVID-19","campaign",13,-0.811,-0.8089
"COVID-19","campaign",10,-0.8089,-0.8068
"COVID-19","campaign",11,-0.8068,-0.8047
"COVID-19","campaign",9,-0.8047,-0.8026
"COVID-19","campaign",14,-0.8026,-0.8005
"COVID-19","campaign",9,-0.8005,-0.7984
"COVID-19","campaign",16,-0.7984,-0.7963
"COVID-19","campaign",15,-0.7963,-0.7942
"COVID-19","campaign",13,-0.7942,-0.7921
"COVID-19","campaign",15,-0.7921,-0.79
"COVID-19","campaign",21,-0.79,-0.7879
"COVID-19","campaign",11,-0.7879,-0.7857
"COVID-19","campaign",20,-0.7857,-0.7836
"COVID-19","campaign",10,-0.7836,-0.7815
"COVID-19","campaign",13,-0.7815,-0.7794
"COVID-19","campaign",10,-0.7794,-0.7773
"COVID-19","campaign",19,-0.7773,-0.7752
"COVID-19","campaign",15,-0.7752,-0.7731
"COVID-19","campaign",15,-0.7731,-0.771
"COVID-19","campaign",14,-0.771,-0.7689
"COVID-19","campaign",9,-0.7689,-0.7668
"COVID-19","campaign",14,-0.7668,-0.7647
"COVID-19","campaign",19,-0.7647,-0.7626
"COVID-19","campaign",7,-0.7626,-0.7605
"COVID-19","campaign",15,-0.7605,-0.7584
"COVID-19","campaign",12,-0.7584,-0.7562
"COVID-19","campaign",12,-0.7562,-0.7541
"COVID-19","campaign",12,-0.7541,-0.752
"COVID-19","campaign",8,-0.752,-0.7499
"COVID-19","campaign",15,-0.7499,-0.7478
"COVID-19","campaign",16,-0.7478,-0.7457
"COVID-19","campaign",9,-0.7457,-0.7436
"COVID-19","campaign",10,-0.7436,-0.7415
"COVID-19","campaign",12,-0.7415,-0.7394
"COVID-19","campaign",9,-0.7394,-0.7373
"COVID-19","campaign",12,-0.7373,-0.7352
"COVID-19","campaign",10,-0.7352,-0.7331
"COVID-19","campaign",9,-0.7331,-0.731
"COVID-19","campaign",16,-0.731,-0.7289
"COVID-19","campaign",14,-0.7289,-0.7268
"COVID-19","campaign",12,-0.7268,-0.7246
"COVID-19","campaign",7,-0.7246,-0.7225
"COVID-19","campaign",7,-0.7225,-0.7204
"COVID-19","campaign",10,-0.7204,-0.7183
"COVID-19","campaign",6,-0.7183,-0.7162
"COVID-19","campaign",9,-0.7162,-0.7141
"COVID-19","campaign",9,-0.7141,-0.712
"COVID-19","campaign",7,-0.712,-0.7099
"COVID-19","campaign",5,-0.7099,-0.7078
"COVID-19","campaign",7,-0.7078,-0.7057
"COVID-19","campaign",7,-0.7057,-0.7036
"COVID-19","campaign",4,-0.7036,-0.7015
"COVID-19","campaign",12,-0.7015,-0.6994
"COVID-19","campaign",5,-0.6994,-0.6973
"COVID-19","campaign",6,-0.6973,-0.6951
"COVID-19","campaign",5,-0.6951,-0.693
"COVID-19","campaign",10,-0.693,-0.6909
"COVID-19","campaign",6,-0.6909,-0.6888
"COVID-19","campaign",3,-0.6888,-0.6867
"COVID-19","campaign",4,-0.6867,-0.6846
"COVID-19","campaign",5,-0.6846,-0.6825
"COVID-19","campaign",8,-0.6825,-0.6804
"COVID-19","campaign",2,-0.6804,-0.6783
"COVID-19","campaign",9,-0.6783,-0.6762
"COVID-19","campaign",1,-0.6762,-0.6741
"COVID-19","campaign",5,-0.6741,-0.672
"COVID-19","campaign",5,-0.6699,-0.6678
"COVID-19","campaign",4,-0.6678,-0.6657
"COVID-19","campaign",1,-0.6657,-0.6635
"COVID-19","campaign",2,-0.6635,-0.6614
"COVID-19","campaign",3,-0.6593,-0.6572
"COVID-19","campaign",5,-0.6572,-0.6551
"COVID-19","campaign",1,-0.653,-0.6509
"COVID-19","campaign",1,-0.6509,-0.6488
"COVID-19","campaign",5,-0.6488,-0.6467
"COVID-19","campaign",4,-0.6446,-0.6425
"COVID-19","campaign",2,-0.6425,-0.6404
"COVID-19","campaign",3,-0.6404,-0.6383
"COVID-19","campaign",1,-0.6383,-0.6362
"COVID-19","campaign",1,-0.6362,-0.634
"COVID-19","campaign",1,-0.6319,-0.6298
"COVID-19","campaign",1,-0.6109,-0.6088
"COVID-19","campaign",1,-0.6067,-0.6041
"COVID-19","routine",1,-0.8856,-0.8808
"COVID-19","routine",2,-0.8209,-0.8169
"COVID-19","routine",1,-0.809,-0.805
"COVID-19","routine",1,-0.801,-0.797
"COVID-19","routine",1,-0.789,-0.785
"COVID-19","routine",1,-0.761,-0.757
"COVID-19","routine",1,-0.7091,-0.7051
"COVID-19","routine",1,-0.6932,-0.6892
"COVID-19","routine",1,-0.6812,-0.6772
"COVID-19","routine",1,-0.6612,-0.6572
"COVID-19","routine",1,-0.6413,-0.6373
"COVID-19","routine",1,-0.6333,-0.6293
"COVID-19","routine",1,-0.6293,-0.6253
"COVID-19","routine",1,-0.6133,-0.6093
"COVID-19","routine",1,-0.6093,-0.6053
"COVID-19","routine",1,-0.6053,-0.6013
"COVID-19","routine",2,-0.6013,-0.5973
"COVID-19","routine",1,-0.5973,-0.5933
"COVID-19","routine",4,-0.5854,-0.5814
"COVID-19","routine",1,-0.5814,-0.5774
"COVID-19","routine",3,-0.5734,-0.5694
"COVID-19","routine",2,-0.5654,-0.5614
"COVID-19","routine",1,-0.5614,-0.5574
"COVID-19","routine",1,-0.5574,-0.5534
"COVID-19","routine",3,-0.5534,-0.5494
"COVID-19","routine",5,-0.5494,-0.5454
"COVID-19","routine",4,-0.5454,-0.5414
"COVID-19","routine",6,-0.5414,-0.5374
"COVID-19","routine",3,-0.5374,-0.5334
"COVID-19","routine",5,-0.5334,-0.5295
"COVID-19","routine",3,-0.5295,-0.5255
"COVID-19","routine",3,-0.5255,-0.5215
"COVID-19","routine",4,-0.5215,-0.5175
"COVID-19","routine",3,-0.5175,-0.5135
"COVID-19","routine",3,-0.5135,-0.5095
"COVID-19","routine",6,-0.5095,-0.5055
"COVID-19","routine",6,-0.5055,-0.5015
"COVID-19","routine",3,-0.5015,-0.4975
"COVID-19","routine",6,-0.4975,-0.4935
"COVID-19","routine",5,-0.4935,-0.4895
"COVID-19","routine",4,-0.4895,-0.4855
"COVID-19","routine",3,-0.4855,-0.4815
"COVID-19","routine",5,-0.4815,-0.4775
"COVID-19","routine",6,-0.4775,-0.4736
"COVID-19","routine",4,-0.4736,-0.4696
"COVID-19","routine",7,-0.4696,-0.4656
"COVID-19","routine",6,-0.4656,-0.4616
"COVID-19","routine",7,-0.4616,-0.4576
"COVID-19","routine",10,-0.4576,-0.4536
"COVID-19","routine",6,-0.4536,-0.4496
"COVID-19","routine",11,-0.4496,-0.4456
"COVID-19","routine",5,-0.4456,-0.4416
"COVID-19","routine",14,-0.4416,-0.4376
"COVID-19","routine",14,-0.4376,-0.4336
"COVID-19","routine",9,-0.4336,-0.4296
"COVID-19","routine",11,-0.4296,-0.4256
"COVID-19","routine",7,-0.4256,-0.4216
"COVID-19","routine",14,-0.4216,-0.4177
"COVID-19","routine",13,-0.4177,-0.4137
"COVID-19","routine",14,-0.4137,-0.4097
"COVID-19","routine",10,-0.4097,-0.4057
"COVID-19","routine",9,-0.4057,-0.4017
"COVID-19","routine",10,-0.4017,-0.3977
"COVID-19","routine",14,-0.3977,-0.3937
"COVID-19","routine",15,-0.3937,-0.3897
"COVID-19","routine",9,-0.3897,-0.3857
"COVID-19","routine",7,-0.3857,-0.3817
"COVID-19","routine",16,-0.3817,-0.3777
"COVID-19","routine",12,-0.3777,-0.3737
"COVID-19","routine",10,-0.3737,-0.3697
"COVID-19","routine",8,-0.3697,-0.3657
"COVID-19","routine",19,-0.3657,-0.3618
"COVID-19","routine",11,-0.3618,-0.3578
"COVID-19","routine",15,-0.3578,-0.3538
"COVID-19","routine",23,-0.3538,-0.3498
"COVID-19","routine",17,-0.3498,-0.3458
"COVID-19","routine",13,-0.3458,-0.3418
"COVID-19","routine",14,-0.3418,-0.3378
"COVID-19","routine",15,-0.3378,-0.3338
"COVID-19","routine",21,-0.3338,-0.3298
"COVID-19","routine",21,-0.3298,-0.3258
"COVID-19","routine",13,-0.3258,-0.3218
"COVID-19","routine",18,-0.3218,-0.3178
"COVID-19","routine",11,-0.3178,-0.3138
"COVID-19","routine",16,-0.3138,-0.3098
"COVID-19","routine",19,-0.3098,-0.3059
"COVID-19","routine",16,-0.3059,-0.3019
"COVID-19","routine",23,-0.3019,-0.2979
"COVID-19","routine",17,-0.2979,-0.2939
"COVID-19","routine",12,-0.2939,-0.2899
"COVID-19","routine",15,-0.2899,-0.2859
"COVID-19","routine",10,-0.2859,-0.2819
"COVID-19","routine",14,-0.2819,-0.2779
"COVID-19","routine",16,-0.2779,-0.2739
"COVID-19","routine",15,-0.2739,-0.2699
"COVID-19","routine",17,-0.2699,-0.2659
"COVID-19","routine",9,-0.2659,-0.2619
"COVID-19","routine",18,-0.2619,-0.2579
"COVID-19","routine",12,-0.2579,-0.254
"COVID-19","routine",15,-0.254,-0.25
"COVID-19","routine",12,-0.25,-0.246
"COVID-19","routine",12,-0.246,-0.242
"COVID-19","routine",9,-0.242,-0.238
"COVID-19","routine",14,-0.238,-0.234
"COVID-19","routine",8,-0.234,-0.23
"COVID-19","routine",12,-0.23,-0.226
"COVID-19","routine",9,-0.226,-0.222
"COVID-19","routine",7,-0.222,-0.218
"COVID-19","routine",8,-0.218,-0.214
"COVID-19","routine",4,-0.214,-0.21
"COVID-19","routine",4,-0.21,-0.206
"COVID-19","routine",3,-0.206,-0.202
"COVID-19","routine",2,-0.202,-0.1981
"COVID-19","routine",6,-0.1981,-0.1941
"COVID-19","routine",6,-0.1941,-0.1901
"COVID-19","routine",2,-0.1901,-0.1861
"COVID-19","routine",6,-0.1861,-0.1821
"COVID-19","routine",2,-0.1821,-0.1781
"COVID-19","routine",3,-0.1781,-0.1741
"COVID-19","routine",1,-0.1741,-0.1701
"COVID-19","routine",1,-0.1701,-0.1661
"COVID-19","routine",2,-0.1661,-0.1621
"COVID-19","routine",4,-0.1621,-0.1581
"COVID-19","routine",4,-0.1581,-0.1541
"COVID-19","routine",1,-0.1541,-0.1501
"COVID-19","routine",4,-0.1501,-0.1461
"COVID-19","routine",2,-0.1461,-0.1422
"COVID-19","routine",3,-0.1422,-0.1382
"COVID-19","routine",1,-0.1382,-0.1342
"COVID-19","routine",1,-0.1302,-0.1262
"COVID-19","routine",1,-0.1222,-0.1182
"COVID-19","routine",1,-0.09024,-0.08545
"Cholera","campaign",1,-1.978,-1.971
"Cholera","campaign",1,-1.938,-1.932
